row,column,X,Y,Z,TotalSub,TotalResist,SoilThrust,TrafFlag,TractionForce,maxAcc,Horizontal_Distance,Elevation_Difference,Slope,StepElevationDifference,Roughness
675,25,25,13,2995.005459159585,0,0,0,1,0,1.1,0,0,0,0,0
676,26,26,13,2994.7788380324537,0,0,0,1,0,1.1,0,0,0,0,0
677,27,27,13,2994.8764872428287,0,0,0,1,0,1.1,0,0,0,0,0
678,28,28,13,2994.773237074258,0,0,0,1,0,1.1,0,0,0,0,0
679,29,29,13,2994.5559073723534,0,0,0,1,0,1.1,0,0,0,0,0
680,30,30,13,2994.4433617876516,0,0,0,0,0,1.1,0,0,0,0,0
681,31,31,13,2994.4101358901125,0,0,0,1,0,1.261333,0,0,0,0,0
682,32,32,13,2994.1455260319863,0,0,0,1,0,1.4,0,0,0,0,0
683,33,33,13,2994.5277168832095,0,0,0,1,0,1.599299,0,0,0,0,0
684,34,34,13,2994.6053334827775,0,0,0,1,0,1.513708,0,0,0,0,0
685,35,35,13,2994.6623254182355,0,0,0,1,0,1.3,0,0,0,0,0
686,36,36,13,2994.697546646844,0,0,0,1,0,1.3,0,0,0,0,0
687,37,37,13,2995.0444008719755,0,0,0,1,0,1.3,0,0,0,0,0
688,38,38,13,2994.8541440140734,0,0,0,1,0,1.3,0,0,0,0,0
689,39,39,13,2994.884547264615,0,0,0,1,0,1.3,0,0,0,0,0
690,40,40,13,2995.174196642711,0,0,0,0,0,1.3,0,0,0,0,0
691,41,41,13,2995.2357942477324,0,0,0,0,0,1.3,0,0,0,0,0
692,42,42,13,2994.9953474470994,0,0,0,1,0,1.3,0,0,0,0,0
693,43,43,13,2994.8701963669096,0,0,0,1,0,0.5,0,0,0,0,0
694,44,44,13,2994.87538785795,0,0,0,1,0,1.3,0,0,0,0,0
695,45,45,13,2994.652705017193,0,0,0,1,0,1.3,0,0,0,0,0
696,46,46,13,2994.7656304926927,0,0,0,1,0,1.3,0,0,0,0,0
697,47,47,13,2994.747460146578,0,0,0,1,0,1.3,0,0,0,0,0
698,48,48,13,2994.8954270361273,0,0,0,1,0,1.3,0,0,0,0,0
699,49,49,13,2994.7706651725757,0,0,0,0,0,1.3,0,0,0,0,0
700,0,0,14,2994.720507092848,0,0,0,1,0,1.550532,0,0,0,0,0
701,1,1,14,2994.612547617773,0,0,0,1,0,1.407366,0,0,0,0,0
702,2,2,14,2994.8714942374686,0,0,0,1,0,1.521377,0,0,0,0,0
703,3,3,14,2994.791515133186,0,0,0,1,0,1.896575,0,0,0,0,0
704,4,4,14,2995.0307879156526,0,0,0,1,0,1.196294,0,0,0,0,0
705,5,5,14,2995.056307141943,0,0,0,1,0,0.8,0,0,0,0,0
706,6,6,14,2994.944158463687,0,0,0,1,0,0.8,0,0,0,0,0
707,7,7,14,2994.592793402156,0,0,0,1,0,0.8,0,0,0,0,0
708,8,8,14,2994.564058007287,0,0,0,1,0,0.8,0,0,0,0,0
709,9,9,14,2994.361492769526,0,0,0,1,0,0.8,0,0,0,0,0
710,10,10,14,2994.3290620597636,0,0,0,0,0,0.5,0,0,0,0,0
711,11,11,14,2994.5825523527287,0,0,0,0,0,0.5,0,0,0,0,0
712,12,12,14,2994.5654729410753,0,0,0,0,0,0.5,0,0,0,0,0
713,13,13,14,2994.666431591952,0,0,0,0,0,0.5,0,0,0,0,0
714,14,14,14,2994.755151733471,0,0,0,0,0,0.5,0,0,0,0,0
715,15,15,14,2994.888167554228,0,0,0,0,0,0.5,0,0,0,0,0
716,16,16,14,2994.8089959257586,0,0,0,0,0,0.5,0,0,0,0,0
717,17,17,14,2994.9280077751637,0,0,0,0,0,0.5,0,0,0,0,0
718,18,18,14,2994.822927268943,0,0,0,0,0,0.5,0,0,0,0,0
719,19,19,14,2994.9645034564396,0,0,0,0,0,0.5,0,0,0,0,0
720,20,20,14,2995.1103942517248,0,0,0,1,0,0.5,0,0,0,0,0
721,21,21,14,2994.962294809822,0,0,0,1,0,1.1,0,0,0,0,0
722,22,22,14,2994.8759952362534,0,0,0,1,0,1.1,0,0,0,0,0
723,23,23,14,2995.117070014737,0,0,0,1,0,1.1,0,0,0,0,0
724,24,24,14,2994.9636674604617,0,0,0,1,0,1.1,0,0,0,0,0
725,25,25,14,2994.8356836214784,0,0,0,1,0,1.1,0,0,0,0,0
726,26,26,14,2994.9024682263034,0,0,0,1,0,1.1,0,0,0,0,0
727,27,27,14,2994.9137416566273,0,0,0,1,0,1.1,0,0,0,0,0
728,28,28,14,2994.7903559920496,0,0,0,1,0,1.1,0,0,0,0,0
729,29,29,14,2994.8604541472987,0,0,0,1,0,1.1,0,0,0,0,0
730,30,30,14,2994.72112461471,0,0,0,1,0,1.1,0,0,0,0,0
731,31,31,14,2994.7580549747627,0,0,0,1,0,1.587992,0,0,0,0,0
732,32,32,14,2995.0265130418306,0,0,0,1,0,1.4265,0,0,0,0,0
733,33,33,14,2995.0269508250944,0,0,0,1,0,1.615421,0,0,0,0,0
734,34,34,14,2994.8556614152135,0,0,0,1,0,1.4,0,0,0,0,0
735,35,35,14,2994.993672590429,0,0,0,1,0,1.3,0,0,0,0,0
736,36,36,14,2995.094020292284,0,0,0,1,0,1.3,0,0,0,0,0
737,37,37,14,2995.0923226529894,0,0,0,1,0,1.3,0,0,0,0,0
738,38,38,14,2995.1077992432006,0,0,0,1,0,1.3,0,0,0,0,0
739,39,39,14,2995.1300955781903,0,0,0,1,0,1.3,0,0,0,0,0
740,40,40,14,2995.1949562859345,0,0,0,0,0,1.3,0,0,0,0,0
741,41,41,14,2995.184797704651,0,0,0,0,0,1.3,0,0,0,0,0
742,42,42,14,2994.8774870955153,0,0,0,0,0,1.3,0,0,0,0,0
743,43,43,14,2994.7905391310974,0,0,0,1,0,1.3,0,0,0,0,0
744,44,44,14,2994.862655964066,0,0,0,1,0,1.3,0,0,0,0,0
745,45,45,14,2994.8463514831315,0,0,0,1,0,1.3,0,0,0,0,0
746,46,46,14,2994.661869069623,0,0,0,0,0,1.3,0,0,0,0,0
747,47,47,14,2994.8884470856365,0,0,0,1,0,1.3,0,0,0,0,0
748,48,48,14,2995.0890304033264,0,0,0,1,0,1.3,0,0,0,0,0
749,49,49,14,2995.2749712534246,0,0,0,1,0,1.3,0,0,0,0,0
750,0,0,15,2995.3757895222097,0,0,0,1,0,1.932753,0,0,0,0,0
751,1,1,15,2995.6807375840585,0,0,0,1,0,1.020138,0,0,0,0,0
752,2,2,15,2995.448656865671,0,0,0,1,0,1.153784,0,0,0,0,0
753,3,3,15,2995.332470991497,0,0,0,1,0,1.886171,0,0,0,0,0
754,4,4,15,2995.1784858017168,0,0,0,1,0,1.458519,0,0,0,0,0
755,5,5,15,2995.1538445033643,0,0,0,1,0,0.7,0,0,0,0,0
756,6,6,15,2994.8631679973946,0,0,0,1,0,0.8,0,0,0,0,0
757,7,7,15,2995.251311742238,0,0,0,1,0,0.8,0,0,0,0,0
758,8,8,15,2995.2476984195046,0,0,0,1,0,0.8,0,0,0,0,0
759,9,9,15,2995.3999776212927,0,0,0,1,0,0.8,0,0,0,0,0
760,10,10,15,2995.090275646288,0,0,0,1,0,0.5,0,0,0,0,0
761,11,11,15,2995.062932919388,0,0,0,1,0,0.5,0,0,0,0,0
762,12,12,15,2994.9738825929553,0,0,0,1,0,0.5,0,0,0,0,0
763,13,13,15,2994.7371940139537,0,0,0,1,0,0.5,0,0,0,0,0
764,14,14,15,2994.7465302474197,0,0,0,1,0,0.5,0,0,0,0,0
765,15,15,15,2994.717870033767,0,0,0,1,0,0.5,0,0,0,0,0
766,16,16,15,2994.907334415488,0,0,0,1,0,0.5,0,0,0,0,0
767,17,17,15,2994.750010514367,0,0,0,1,0,0.5,0,0,0,0,0
768,18,18,15,2994.9858138466393,0,0,0,1,0,0.5,0,0,0,0,0
769,19,19,15,2994.937475215077,0,0,0,1,0,0.5,0,0,0,0,0
770,20,20,15,2995.068885695275,0,0,0,1,0,0.5,0,0,0,0,0
771,21,21,15,2994.8492231388946,0,0,0,1,0,1.1,0,0,0,0,0
772,22,22,15,2994.7310439179014,0,0,0,1,0,1.1,0,0,0,0,0
773,23,23,15,2994.7220203858387,0,0,0,1,0,1.1,0,0,0,0,0
774,24,24,15,2994.651869964537,0,0,0,1,0,1.1,0,0,0,0,0
775,25,25,15,2994.811760280511,0,0,0,1,0,1.1,0,0,0,0,0
776,26,26,15,2994.9724695052682,0,0,0,1,0,1.1,0,0,0,0,0
777,27,27,15,2995.113589474181,0,0,0,1,0,1.1,0,0,0,0,0
778,28,28,15,2995.0372499364503,0,0,0,1,0,1.1,0,0,0,0,0
779,29,29,15,2994.8395665559956,0,0,0,1,0,1.1,0,0,0,0,0
780,30,30,15,2994.6769090330263,0,0,0,1,0,1.1,0,0,0,0,0
781,31,31,15,2994.8634228920346,0,0,0,1,0,1.303386,0,0,0,0,0
782,32,32,15,2995.043866806513,0,0,0,1,0,1.781891,0,0,0,0,0
783,33,33,15,2995.016383162032,0,0,0,1,0,1.765859,0,0,0,0,0
784,34,34,15,2995.2409225630195,0,0,0,1,0,1.691656,0,0,0,0,0
785,35,35,15,2995.445618380555,0,0,0,1,0,1.3,0,0,0,0,0
786,36,36,15,2995.2317200522457,0,0,0,1,0,1.3,0,0,0,0,0
787,37,37,15,2994.8894809672543,0,0,0,1,0,1.3,0,0,0,0,0
788,38,38,15,2994.787533925168,0,0,0,1,0,1.3,0,0,0,0,0
789,39,39,15,2994.756572851681,0,0,0,1,0,1.3,0,0,0,0,0
790,40,40,15,2994.805429903737,0,0,0,0,0,1.3,0,0,0,0,0
791,41,41,15,2994.9062039859245,0,0,0,0,0,1.3,0,0,0,0,0
792,42,42,15,2994.927387317,0,0,0,1,0,1.3,0,0,0,0,0
793,43,43,15,2994.97332748259,0,0,0,1,0,1.3,0,0,0,0,0
794,44,44,15,2995.077699651337,0,0,0,1,0,1.3,0,0,0,0,0
795,45,45,15,2995.026499805049,0,0,0,1,0,1.3,0,0,0,0,0
796,46,46,15,2994.996293822637,0,0,0,1,0,1.3,0,0,0,0,0
797,47,47,15,2995.225696613913,0,0,0,1,0,1.3,0,0,0,0,0
798,48,48,15,2995.16128724375,0,0,0,1,0,1.3,0,0,0,0,0
799,49,49,15,2995.184170090296,0,0,0,1,0,1.3,0,0,0,0,0
800,0,0,16,2995.1629042695818,0,0,0,1,0,1.405325,0,0,0,0,0
801,1,1,16,2995.0194404927474,0,0,0,1,0,1.269162,0,0,0,0,0
802,2,2,16,2995.0451419128817,0,0,0,1,0,1.198632,0,0,0,0,0
803,3,3,16,2995.119748775299,0,0,0,1,0,1.783387,0,0,0,0,0
804,4,4,16,2994.8044687358865,0,0,0,1,0,1.909253,0,0,0,0,0
805,5,5,16,2994.5696132696544,0,0,0,1,0,1.370232,0,0,0,0,0
806,6,6,16,2994.537450762715,0,0,0,1,0,1.751279,0,0,0,0,0
807,7,7,16,2994.389079273423,0,0,0,1,0,0.8,0,0,0,0,0
808,8,8,16,2994.4705172297226,0,0,0,1,0,0.8,0,0,0,0,0
809,9,9,16,2994.657800721901,0,0,0,1,0,0.8,0,0,0,0,0
810,10,10,16,2994.768047655068,0,0,0,1,0,0.5,0,0,0,0,0
811,11,11,16,2994.804865946752,0,0,0,1,0,0.5,0,0,0,0,0
812,12,12,16,2994.681435015488,0,0,0,1,0,0.5,0,0,0,0,0
813,13,13,16,2994.756095865513,0,0,0,1,0,0.5,0,0,0,0,0
814,14,14,16,2994.710978240853,0,0,0,1,0,0.5,0,0,0,0,0
815,15,15,16,2994.639745553605,0,0,0,1,0,0.5,0,0,0,0,0
816,16,16,16,2994.878252128351,0,0,0,1,0,0.5,0,0,0,0,0
817,17,17,16,2995.1652811840404,0,0,0,1,0,0.5,0,0,0,0,0
818,18,18,16,2995.2663467544944,0,0,0,1,0,0.5,0,0,0,0,0
819,19,19,16,2995.3060419404405,0,0,0,1,0,0.5,0,0,0,0,0
820,20,20,16,2995.2389455783364,0,0,0,1,0,0.5,0,0,0,0,0
821,21,21,16,2995.1706577356526,0,0,0,1,0,1.1,0,0,0,0,0
822,22,22,16,2994.954389924508,0,0,0,1,0,1.1,0,0,0,0,0
823,23,23,16,2994.787775572796,0,0,0,0,0,0.0,0,0,0,0,0
824,24,24,16,2994.6157827704906,0,0,0,0,0,0.0,0,0,0,0,0
825,25,25,16,2994.893533630609,0,0,0,0,0,0.0,0,0,0,0,0
826,26,26,16,2994.6654213125794,0,0,0,0,0,0.0,0,0,0,0,0
827,27,27,16,2994.944230803424,0,0,0,0,0,0.0,0,0,0,0,0
828,28,28,16,2995.113431176692,0,0,0,1,0,1.1,0,0,0,0,0
829,29,29,16,2995.2732639668884,0,0,0,1,0,1.1,0,0,0,0,0
830,30,30,16,2995.2408878876404,0,0,0,1,0,1.1,0,0,0,0,0
831,31,31,16,2995.4382896607485,0,0,0,1,0,1.51057,0,0,0,0,0
832,32,32,16,2995.3982809148642,0,0,0,1,0,1.119953,0,0,0,0,0
833,33,33,16,2995.2253107142737,0,0,0,1,0,1.312064,0,0,0,0,0
834,34,34,16,2995.3538010021957,0,0,0,1,0,1.802396,0,0,0,0,0
835,35,35,16,2995.2410364473008,0,0,0,0,0,1.3,0,0,0,0,0
836,36,36,16,2995.3696447329103,0,0,0,1,0,1.3,0,0,0,0,0
837,37,37,16,2995.242963316305,0,0,0,1,0,1.3,0,0,0,0,0
838,38,38,16,2995.2552889847643,0,0,0,1,0,1.3,0,0,0,0,0
839,39,39,16,2995.254994335692,0,0,0,1,0,1.3,0,0,0,0,0
840,40,40,16,2995.3986426855704,0,0,0,0,0,1.3,0,0,0,0,0
841,41,41,16,2995.2440520161617,0,0,0,0,0,1.3,0,0,0,0,0
842,42,42,16,2995.12142230123,0,0,0,1,0,1.3,0,0,0,0,0
843,43,43,16,2995.123477884839,0,0,0,1,0,1.3,0,0,0,0,0
844,44,44,16,2995.196678141378,0,0,0,1,0,1.3,0,0,0,0,0
845,45,45,16,2995.169241541889,0,0,0,1,0,1.3,0,0,0,0,0
846,46,46,16,2995.2719109377126,0,0,0,1,0,1.3,0,0,0,0,0
847,47,47,16,2995.2131220118417,0,0,0,1,0,1.3,0,0,0,0,0
848,48,48,16,2995.213162504512,0,0,0,1,0,1.3,0,0,0,0,0
849,49,49,16,2995.0845819568117,0,0,0,1,0,1.3,0,0,0,0,0
850,0,0,17,2995.115400553047,0,0,0,1,0,1.741978,0,0,0,0,0
851,1,1,17,2994.810644972929,0,0,0,1,0,1.677723,0,0,0,0,0
852,2,2,17,2995.138490327658,0,0,0,1,0,1.252315,0,0,0,0,0
853,3,3,17,2995.1707069173012,0,0,0,1,0,1.873043,0,0,0,0,0
854,4,4,17,2994.990984052068,0,0,0,1,0,1.168858,0,0,0,0,0
855,5,5,17,2994.785873065197,0,0,0,1,0,1.053635,0,0,0,0,0
856,6,6,17,2994.8789354244645,0,0,0,1,0,1.717465,0,0,0,0,0
857,7,7,17,2994.7503034839233,0,0,0,1,0,1.475476,0,0,0,0,0
858,8,8,17,2994.5516173811907,0,0,0,1,0,1.849098,0,0,0,0,0
859,9,9,17,2994.53610625636,0,0,0,1,0,1.383397,0,0,0,0,0
860,10,10,17,2994.7342813871305,0,0,0,1,0,0.5,0,0,0,0,0
861,11,11,17,2994.6745511627287,0,0,0,1,0,0.5,0,0,0,0,0
862,12,12,17,2994.5555660567966,0,0,0,1,0,0.5,0,0,0,0,0
863,13,13,17,2994.7162400270736,0,0,0,1,0,0.5,0,0,0,0,0
864,14,14,17,2994.8596739189193,0,0,0,1,0,0.5,0,0,0,0,0
865,15,15,17,2994.8400408934144,0,0,0,1,0,0.5,0,0,0,0,0
866,16,16,17,2994.9659322677826,0,0,0,1,0,0.5,0,0,0,0,0
867,17,17,17,2995.1885196084136,0,0,0,1,0,0.5,0,0,0,0,0
868,18,18,17,2995.25450988899,0,0,0,1,0,0.5,0,0,0,0,0
869,19,19,17,2995.092901429514,0,0,0,1,0,0.5,0,0,0,0,0
870,20,20,17,2994.849989813026,0,0,0,1,0,0.5,0,0,0,0,0
871,21,21,17,2994.8458703325387,0,0,0,1,0,1.1,0,0,0,0,0
872,22,22,17,2994.68868024136,0,0,0,1,0,1.1,0,0,0,0,0
873,23,23,17,2994.7387594263973,0,0,0,0,0,0.0,0,0,0,0,0
874,24,24,17,2994.925814386547,0,0,0,0,0,0.0,0,0,0,0,0
875,25,25,17,2995.0185350435904,0,0,0,0,0,0.0,0,0,0,0,0
876,26,26,17,2994.9120256667907,0,0,0,0,0,0.0,0,0,0,0,0
877,27,27,17,2994.8440047504855,0,0,0,0,0,0.0,0,0,0,0,0
878,28,28,17,2994.7767874500178,0,0,0,1,0,1.1,0,0,0,0,0
879,29,29,17,2994.7138681160586,0,0,0,1,0,1.1,0,0,0,0,0
880,30,30,17,2994.7645858872024,0,0,0,1,0,1.1,0,0,0,0,0
881,31,31,17,2994.7645527479426,0,0,0,1,0,1.88638,0,0,0,0,0
882,32,32,17,2994.9389804079506,0,0,0,1,0,1.047197,0,0,0,0,0
883,33,33,17,2995.0497954969055,0,0,0,1,0,1.961417,0,0,0,0,0
884,34,34,17,2994.9835957776604,0,0,0,1,0,1.679163,0,0,0,0,0
885,35,35,17,2994.9742304644487,0,0,0,1,0,1.3,0,0,0,0,0
886,36,36,17,2995.2961704219365,0,0,0,1,0,1.3,0,0,0,0,0
887,37,37,17,2995.1643046172185,0,0,0,1,0,1.3,0,0,0,0,0
888,38,38,17,2995.061307658846,0,0,0,1,0,1.3,0,0,0,0,0
889,39,39,17,2994.9942101362108,0,0,0,1,0,1.3,0,0,0,0,0
890,40,40,17,2995.04001044687,0,0,0,0,0,1.3,0,0,0,0,0
891,41,41,17,2994.6856522245835,0,0,0,0,0,1.3,0,0,0,0,0
892,42,42,17,2994.9360497024927,0,0,0,1,0,1.3,0,0,0,0,0
893,43,43,17,2994.984296225352,0,0,0,1,0,1.3,0,0,0,0,0
894,44,44,17,2995.2634818605266,0,0,0,1,0,1.3,0,0,0,0,0
895,45,45,17,2995.302717603843,0,0,0,1,0,1.3,0,0,0,0,0
896,46,46,17,2995.502756508952,0,0,0,1,0,1.3,0,0,0,0,0
897,47,47,17,2995.299027447257,0,0,0,1,0,1.3,0,0,0,0,0
898,48,48,17,2995.3561117383324,0,0,0,1,0,1.3,0,0,0,0,0
899,49,49,17,2995.423582090095,0,0,0,1,0,1.3,0,0,0,0,0
900,0,0,18,2995.3415548149483,0,0,0,1,0,1.344092,0,0,0,0,0
901,1,1,18,2995.4782772201793,0,0,0,1,0,1.520544,0,0,0,0,0
902,2,2,18,2995.5316452717407,0,0,0,1,0,1.440665,0,0,0,0,0
903,3,3,18,2995.4036495945948,0,0,0,1,0,1.879915,0,0,0,0,0
904,4,4,18,2995.20270842076,0,0,0,1,0,1.505521,0,0,0,0,0
905,5,5,18,2995.08680905621,0,0,0,1,0,1.507758,0,0,0,0,0
906,6,6,18,2994.7156829008754,0,0,0,1,0,0.6,0,0,0,0,0
907,7,7,18,2994.5789522276223,0,0,0,1,0,0.6,0,0,0,0,0
908,8,8,18,2994.5674878215054,0,0,0,1,0,1.249973,0,0,0,0,0
909,9,9,18,2994.537678709227,0,0,0,1,0,0.6,0,0,0,0,0
910,10,10,18,2994.633357695816,0,0,0,1,0,0.5,0,0,0,0,0
911,11,11,18,2995.0241291193147,0,0,0,1,0,0.5,0,0,0,0,0
912,12,12,18,2995.06763557684,0,0,0,1,0,0.5,0,0,0,0,0
913,13,13,18,2995.0446194839424,0,0,0,1,0,0.5,0,0,0,0,0
914,14,14,18,2994.9460417235796,0,0,0,1,0,0.5,0,0,0,0,0
915,15,15,18,2994.785830725353,0,0,0,1,0,0.5,0,0,0,0,0
916,16,16,18,2994.7037352433645,0,0,0,1,0,0.5,0,0,0,0,0
917,17,17,18,2994.7918995651257,0,0,0,1,0,0.5,0,0,0,0,0
918,18,18,18,2994.915308311799,0,0,0,1,0,0.5,0,0,0,0,0
919,19,19,18,2994.9218472108123,0,0,0,1,0,0.5,0,0,0,0,0
920,20,20,18,2995.1313956263107,0,0,0,1,0,0.5,0,0,0,0,0
921,21,21,18,2994.9226888102107,0,0,0,1,0,1.1,0,0,0,0,0
922,22,22,18,2994.7856402669418,0,0,0,1,0,1.1,0,0,0,0,0
923,23,23,18,2994.4859687501457,0,0,0,0,0,0.0,0,0,0,0,0
924,24,24,18,2994.4781599200187,0,0,0,0,0,0.0,0,0,0,0,0
925,25,25,18,2994.373135656145,0,0,0,0,0,0.0,0,0,0,0,0
926,26,26,18,2994.318430170645,0,0,0,0,0,0.0,0,0,0,0,0
927,27,27,18,2994.6215488200496,0,0,0,0,0,0.0,0,0,0,0,0
928,28,28,18,2994.740391473838,0,0,0,1,0,1.1,0,0,0,0,0
929,29,29,18,2994.7403847630912,0,0,0,1,0,1.1,0,0,0,0,0
930,30,30,18,2994.6963104436227,0,0,0,0,0,1.1,0,0,0,0,0
931,31,31,18,2994.8846402307227,0,0,0,1,0,1.204242,0,0,0,0,0
932,32,32,18,2994.515914264104,0,0,0,1,0,1.418695,0,0,0,0,0
933,33,33,18,2994.737434856751,0,0,0,1,0,1.219635,0,0,0,0,0
934,34,34,18,2995.069905149765,0,0,0,1,0,1.000227,0,0,0,0,0
935,35,35,18,2995.0889711929008,0,0,0,1,0,1.3,0,0,0,0,0
936,36,36,18,2995.033928009,0,0,0,1,0,1.3,0,0,0,0,0
937,37,37,18,2995.0171643798667,0,0,0,1,0,1.3,0,0,0,0,0
938,38,38,18,2994.9284748177006,0,0,0,1,0,1.3,0,0,0,0,0
939,39,39,18,2994.709445369227,0,0,0,1,0,1.3,0,0,0,0,0
940,40,40,18,2994.7187697874006,0,0,0,0,0,0.9,0,0,0,0,0
941,41,41,18,2994.621466524211,0,0,0,0,0,1.3,0,0,0,0,0
942,42,42,18,2994.874221974863,0,0,0,1,0,1.3,0,0,0,0,0
943,43,43,18,2994.7844246973846,0,0,0,1,0,1.3,0,0,0,0,0
944,44,44,18,2994.6907179897753,0,0,0,1,0,1.3,0,0,0,0,0
945,45,45,18,2994.8583382359293,0,0,0,1,0,1.3,0,0,0,0,0
946,46,46,18,2995.0016323048976,0,0,0,1,0,1.3,0,0,0,0,0
947,47,47,18,2995.0834918958058,0,0,0,1,0,1.3,0,0,0,0,0
948,48,48,18,2994.963995442944,0,0,0,1,0,1.3,0,0,0,0,0
949,49,49,18,2995.20639836811,0,0,0,1,0,1.3,0,0,0,0,0
950,0,0,19,2995.200161450242,0,0,0,1,0,1.621331,0,0,0,0,0
951,1,1,19,2995.0201369117585,0,0,0,1,0,1.718718,0,0,0,0,0
952,2,2,19,2994.9545963817354,0,0,0,1,0,1.110604,0,0,0,0,0
953,3,3,19,2995.084224937737,0,0,0,1,0,1.03559,0,0,0,0,0
954,4,4,19,2995.1479522111813,0,0,0,1,0,1.99433,0,0,0,0,0
955,5,5,19,2994.935190036701,0,0,0,1,0,1.232728,0,0,0,0,0
956,6,6,19,2995.1463190182963,0,0,0,1,0,1.053831,0,0,0,0,0
957,7,7,19,2995.021182744533,0,0,0,1,0,1.189875,0,0,0,0,0
958,8,8,19,2995.227289697217,0,0,0,1,0,1.038958,0,0,0,0,0
959,9,9,19,2994.981285741111,0,0,0,1,0,1.391811,0,0,0,0,0
960,10,10,19,2995.3095155646606,0,0,0,1,0,0.5,0,0,0,0,0
961,11,11,19,2995.4129765487746,0,0,0,1,0,0.5,0,0,0,0,0
962,12,12,19,2995.3683378247138,0,0,0,1,0,0.5,0,0,0,0,0
963,13,13,19,2995.3070286672078,0,0,0,1,0,0.5,0,0,0,0,0
964,14,14,19,2995.573280389813,0,0,0,1,0,0.5,0,0,0,0,0
965,15,15,19,2995.2894712268853,0,0,0,1,0,0.5,0,0,0,0,0
966,16,16,19,2995.103587754174,0,0,0,1,0,0.5,0,0,0,0,0
967,17,17,19,2995.2035067546763,0,0,0,1,0,0.5,0,0,0,0,0
968,18,18,19,2995.0000624982677,0,0,0,1,0,0.5,0,0,0,0,0
969,19,19,19,2994.607926753404,0,0,0,1,0,0.5,0,0,0,0,0
970,20,20,19,2994.5949132502146,0,0,0,1,0,0.5,0,0,0,0,0
971,21,21,19,2994.532977136222,0,0,0,1,0,1.1,0,0,0,0,0
972,22,22,19,2994.502344722123,0,0,0,1,0,1.1,0,0,0,0,0
973,23,23,19,2994.4528132591668,0,0,0,1,0,1.1,0,0,0,0,0
974,24,24,19,2994.796009065985,0,0,0,1,0,1.1,0,0,0,0,0
975,25,25,19,2994.9899218213986,0,0,0,1,0,1.1,0,0,0,0,0
976,26,26,19,2994.9112272586854,0,0,0,1,0,1.1,0,0,0,0,0
977,27,27,19,2994.9938243586143,0,0,0,0,0,1.1,0,0,0,0,0
978,28,28,19,2995.1868459578113,0,0,0,0,0,1.1,0,0,0,0,0
979,29,29,19,2995.220032684592,0,0,0,0,0,1.1,0,0,0,0,0
980,30,30,19,2994.939276580042,0,0,0,0,0,1.1,0,0,0,0,0
981,31,31,19,2995.0043693689404,0,0,0,0,0,0.0,0,0,0,0,0
982,32,32,19,2995.1154489802348,0,0,0,0,0,0.0,0,0,0,0,0
983,33,33,19,2995.2268399558316,0,0,0,0,0,0.0,0,0,0,0,0
984,34,34,19,2995.1325860541224,0,0,0,1,0,1.857531,0,0,0,0,0
985,35,35,19,2995.4376830339993,0,0,0,1,0,1.3,0,0,0,0,0
986,36,36,19,2995.3751032372484,0,0,0,1,0,0.9,0,0,0,0,0
987,37,37,19,2995.2095369794097,0,0,0,1,0,0.9,0,0,0,0,0
988,38,38,19,2994.929316609766,0,0,0,1,0,0.9,0,0,0,0,0
989,39,39,19,2994.7135692594634,0,0,0,1,0,0.9,0,0,0,0,0
990,40,40,19,2994.731385250693,0,0,0,0,0,0.9,0,0,0,0,0
991,41,41,19,2994.748807322194,0,0,0,0,0,0.9,0,0,0,0,0
992,42,42,19,2994.7307176430813,0,0,0,1,0,0.9,0,0,0,0,0
993,43,43,19,2995.0135157423997,0,0,0,1,0,0.9,0,0,0,0,0
994,44,44,19,2995.0153613471803,0,0,0,1,0,0.9,0,0,0,0,0
995,45,45,19,2995.0824373970268,0,0,0,1,0,1.3,0,0,0,0,0
996,46,46,19,2995.4261373366585,0,0,0,1,0,1.3,0,0,0,0,0
997,47,47,19,2995.4609235437333,0,0,0,1,0,1.3,0,0,0,0,0
998,48,48,19,2995.1535493439696,0,0,0,1,0,1.3,0,0,0,0,0
999,49,49,19,2995.20565847692,0,0,0,1,0,1.3,0,0,0,0,0
1000,0,0,20,2994.9842582404954,0,0,0,1,0,1.068187,0,0,0,0,0
1001,1,1,20,2994.7102727359343,0,0,0,1,0,1.187124,0,0,0,0,0
1002,2,2,20,2994.6002801060117,0,0,0,1,0,1.55555,0,0,0,0,0
1003,3,3,20,2994.9211148936274,0,0,0,1,0,1.291361,0,0,0,0,0
1004,4,4,20,2994.8560188694178,0,0,0,1,0,1.417395,0,0,0,0,0
1005,5,5,20,2994.979552899834,0,0,0,0,0,0.0,0,0,0,0,0
1006,6,6,20,2994.8559873258664,0,0,0,0,0,0.0,0,0,0,0,0
1007,7,7,20,2994.982206161676,0,0,0,0,0,0.0,0,0,0,0,0
1008,8,8,20,2994.9596914795716,0,0,0,0,0,0.0,0,0,0,0,0
1009,9,9,20,2995.013519186242,0,0,0,0,0,0.0,0,0,0,0,0
1010,10,10,20,2994.7943984128588,0,0,0,0,0,0.5,0,0,0,0,0
1011,11,11,20,2995.054906215034,0,0,0,0,0,0.5,0,0,0,0,0
1012,12,12,20,2995.1014737101927,0,0,0,0,0,0.5,0,0,0,0,0
1013,13,13,20,2995.010308716192,0,0,0,0,0,0.5,0,0,0,0,0
1014,14,14,20,2995.0228618305628,0,0,0,0,0,0.5,0,0,0,0,0
